#NOM?;NAME;ISIN CODE;;#NOM?;Q1 2010;Q2 2010;Q3 2010;Q4 2010;Q1 2011;Q2 2011;Q3 2011;Q4 2011;Q1 2012;Q2 2012;Q3 2012;Q4 2012;Q1 2013;Q2 2013;Q3 2013;Q4 2013;Q1 2014;Q2 2014;Q3 2014;Q4 2014;Q1 2015;Q2 2015;Q3 2015;Q4 2015;Q1 2016;Q2 2016;Q3 2016;Q4 2016;Q1 2017;Q2 2017;Q3 2017;Q4 2017;Q1 2018;Q2 2018;Q3 2018;Q4 2018;Q1 2019;Q2 2019;Q3 2019;Q4 2019;Q1 2020;Q2 2020;Q3 2020;Q4 2020;Q1 2021;Q2 2021;Q3 2021;Q4 2021;Q1 2022;Q2 2022;Q3 2022;Q4 2022;Q1 2023;Q2 2023;Q3 2023;Q4 2023;Q1 2024;Q2 2024;Q3 2024;Q4 2024
906191;HONEYWELL INTL.;US4385161066;;AMAZON.COM - FUNDS FROM OPERATIONS;1914000;1914000;1914000;1914000;2439000;2439000;2439000;2439000;2657000;2657000;2657000;2657000;4708000;4708000;4708000;4708000;5868000;5868000;5868000;5868000;9363000;9363000;9363000;9363000;12527000;12527000;12527000;12527000;18607000;18607000;18607000;18607000;31766000;31766000;31766000;31766000;40952000;40952000;40952000;40952000;52583000;52583000;52583000;52583000;65938000;65938000;65938000;65938000;67638000;67638000;67638000;67638000;96487000;96487000;96487000;96487000;131418000;131418000;131418000;131418000
938692;AMGEN;US0311621009;;AMAZON.COM - CAPITAL EXPENDITURES;979000;979000;979000;979000;1811000;1811000;1811000;1811000;3785000;3785000;3785000;3785000;3444000;3444000;3444000;3444000;4893000;4893000;4893000;4893000;4589000;4589000;4589000;4589000;6737000;6737000;6737000;6737000;11955000;11955000;11955000;11955000;13427000;13427000;13427000;13427000;16861000;16861000;16861000;16861000;40140000;40140000;40140000;40140000;61053000;61053000;61053000;61053000;63645000;63645000;63645000;63645000;52729000;52729000;52729000;52729000;82999000;82999000;82999000;82999000
906156;AMERICAN EXPRESS;US0258161092;;AMAZON.COM - COMMON SHARES OUTSTANDING;9020000;9020000;9020000;9020000;9100000;9100000;9100000;9100000;9080000;9080000;9080000;9080000;9180000;9180000;9180000;9180000;9300000;9300000;9300000;9300000;9420000;9420000;9420000;9420000;9540000;9540000;9540000;9540000;9680000;9680000;9680000;9680000;9820000;9820000;9820000;9820000;9960000;9960000;9960000;9960000;10060000;10060000;10060000;10060000;10180000;10180000;10180000;10180000;10242000;10242000;10242000;10242000;10383000;10383000;10383000;10383000;10593000;10593000;10593000;10593000
905425;AMER.ELEC.PWR.;US0255371017;;AMAZON.COM;6,726;6,5905;5,548;7,6855;9,211;9,0065;10,4745;10,599;8,655;9,9025;11,466;12,6005;12,5435;13,0805;14,105;16,0475;19,9395;17,1495;16,6195;15,873;15,5175;18,5127;21,8695;26,036;33,7945;29,925;36,284;41,837;37,4935;44,5755;47,683;47,9595;58,4735;68,5995;85,689;100,218;75,0985;90,7095;96,1095;86,7825;92,392;95,385;143,935;161,063;162,8465;158,05;171,6485;164,163;170,4045;163,56;109,56;115,88;84;102,41;130,22;129,46;151,94;180,97;197,2;185,13
933185;AFLAC;US0010551028;;AMAZON.COM - TOT RETURN IND;6869,11;6730,72;5666,04;7849,02;9406,98;9198,13;10697,36;10824,51;8839,15;10113,19;11709,96;12868,59;12810,38;13358,8;14405,1;16388,93;20363,73;17514,38;16973,1;16210,72;15847,66;18906,63;22334,8;26589,95;34513,52;30561,7;37056;42727,14;38291,24;45523,91;48697,53;48979,91;59717,61;70059,06;87512,13;102350,3;76696,31;92639,44;98154,38;88628,88;94357,75;97414,44;146997,4;164489,8;166311,3;161412,8;175300,6;167655,8;174030,1;167039,9;111891;118345,5;85787,19;104588,9;132990,6;132214,4;155172,8;184820,4;201395,7;189068,9
916305;AMERICAN INTL.GP.;US0268747849;;AMAZON.COM - TURNOVER BY VOLUME;12598020;12160930;8948219;8468286;7291434;6577825;6341764;7887286;8298192;7532802;5300106;4028307;4142843;4280009;3899515;3089268;3699011;4872178;5862756;4591761;5277819;4637399;3818145;5270716;5418918;7025555;4872944;3716779;5160816;4132157;4907621;4302894;4316324;7500377;5604491;5778673;9477251;6400462;5064381;4303024;3791564;6907238;5946796;6509720;5593844;4495738;4362860;4198839;4085405;4837515;5507518;3696906;4993015;4278600;3887075;3412883;3134201;2730404;2634798;2599120
905276;ANALOG DEVICES;US0326541051;;ABBOTT LABORATORIES - EPS-INT SURP VALUE;0,92;1,18;0,81;1,01;1,05;1,3;0,91;1,12;1,18;1,45;1,03;1,23;1,3;1,51;0,42;0,46;0,55;0,58;0,41;0,54;0,62;0,71;0,47;0,52;0,54;0,62;0,41;0,55;0,59;0,65;0,48;0,62;0,66;0,74;0,59;0,73;0,75;0,81;0,63;0,82;0,84;0,95;0,65;0,57;0,98;1,45;1,32;1,17;1,4;1,32;1,73;1,43;1,15;1,03;1,03;1,08;1,14;1,19;0,98;0,98
982852;VALERO ENERGY;US91913Y1001;;ABBOTT LABORATORIES - LTG MEAN ESTIMATE;11,39;11,4;9,72;10,41;10,3;9,2;8,85;8,9;9,82;8,66;8,57;8,97;8,94;11,78;12,02;11,87;12,24;11,7;12,1;10,75;9,86;9,63;9,7;9,7;10,18;9,48;9,4;9,36;9,54;11,24;11,09;11,24;11,57;11,72;11,68;11,84;11,69;10,74;11,64;11,81;11,23;10,95;10,28;14,9;13,28;15,74;12,84;12,53;13,12;12,12;12,6;11;8,3;8,3;-2,7;-2,1;-2;7,8;8,1;8,2
981550;COMCAST A;US20030N1019;;ABBOTT LABORATORIES - EPS-INT SURP PDIFF;2,629;0,74;1,013;1,316;0,791;0,775;0,738;0,847;0,855;0,967;3,229;1,081;1,376;0,936;2,001;4,223;7,179;-0,344;15,065;6,675;4,661;3,962;12,524;3,369;1,133;1,674;4,632;3,189;1,491;0,664;11,628;2,479;1,14;1,069;1,705;2,857;0,571;0,017;2,824;2,219;-0,165;0,423;11,67;34,564;7,954;7,199;3,619;14,965;48,117;9,447;18,085;26,848;21,809;12,232;4,268;2,893;3,85;0,098;2,629;2,629
992816;APPLE;US0378331005;;ABBOTT LABORATORIES - NET SALES OR REVENUES;35166721;35166721;35166721;35166721;38851259;38851259;38851259;38851259;39873910;39873910;39873910;39873910;21848000;21848000;21848000;21848000;20247000;20247000;20247000;20247000;20405000;20405000;20405000;20405000;20853000;20853000;20853000;20853000;27390000;27390000;27390000;27390000;30578000;30578000;30578000;30578000;31904000;31904000;31904000;31904000;34608000;34608000;34608000;34608000;43075000;43075000;43075000;43075000;43653000;43653000;43653000;43653000;40109000;40109000;40109000;40109000;41950000;41950000;41950000;41950000
905296;APPLIED MATS.;US0382221051;;ABBOTT LABORATORIES - OPERATING INCOME;6400781;6400781;6400781;6400781;6450448;6450448;6450448;6450448;8711515;8711515;8711515;8711515;2758000;2758000;2758000;2758000;2763000;2763000;2763000;2763000;2962000;2962000;2962000;2962000;3218000;3218000;3218000;3218000;2033000;2033000;2033000;2033000;3730000;3730000;3730000;3730000;4670000;4670000;4670000;4670000;5430000;5430000;5430000;5430000;8588000;8588000;8588000;8588000;8707000;8707000;8707000;8707000;6722000;6722000;6722000;6722000;7039000;7039000;7039000;7039000
130298;ALBEMARLE;US0126531013;;ABBOTT LABORATORIES - NET INC BEFORE EXTRA/PFD DIVS;4626172;4626172;4626172;4626172;4728449;4728449;4728449;4728449;5962920;5962920;5962920;5962920;2576000;2576000;2576000;2576000;2284000;2284000;2284000;2284000;2671000;2671000;2671000;2671000;1384000;1384000;1384000;1384000;1937000;1937000;1937000;1937000;2498000;2498000;2498000;2498000;3601000;3601000;3601000;3601000;4521000;4521000;4521000;4521000;7071000;7071000;7071000;7071000;6933000;6933000;6933000;6933000;5723000;5723000;5723000;5723000;13402000;13402000;13402000;13402000
921093;ARCHER DANIELS MIDLAND;US0394831020;;ABBOTT LABORATORIES - TOTAL ASSETS;58810239;58810239;58810239;58810239;58313970;58313970;58313970;58313970;64206637;64206637;64206637;64206637;40931000;40931000;40931000;40931000;39725000;39725000;39725000;39725000;39244000;39244000;39244000;39244000;50411000;50411000;50411000;50411000;74306000;74306000;74306000;74306000;65305000;65305000;65305000;65305000;65790000;65790000;65790000;65790000;69920000;69920000;69920000;69920000;71137000;71137000;71137000;71137000;69521000;69521000;69521000;69521000;67239000;67239000;67239000;67239000;66030000;66030000;66030000;66030000
902607;PINNACLE WEST CAP.;US7234841010;;ABBOTT LABORATORIES - TOTAL LIABILITIES;36333775;36333775;36333775;36333775;33787825;33787825;33787825;33787825;37393405;37393405;37393405;37393405;15664000;15664000;15664000;15664000;18086000;18086000;18086000;18086000;17918000;17918000;17918000;17918000;29694000;29694000;29694000;29694000;43208000;43208000;43208000;43208000;34583000;34583000;34583000;34583000;34489000;34489000;34489000;34489000;36917000;36917000;36917000;36917000;35113000;35113000;35113000;35113000;32616000;32616000;32616000;32616000;28412000;28412000;28412000;28412000;18129000;18129000;18129000;18129000
670942;AMEREN;US0236081024;;ABBOTT LABORATORIES - COMMON SHAREHOLDERS' EQUITY;22388135;22388135;22388135;22388135;24439833;24439833;24439833;24439833;26720961;26720961;26720961;26720961;25171000;25171000;25171000;25171000;21526000;21526000;21526000;21526000;21211000;21211000;21211000;21211000;20538000;20538000;20538000;20538000;30897000;30897000;30897000;30897000;30524000;30524000;30524000;30524000;31088000;31088000;31088000;31088000;32784000;32784000;32784000;32784000;35802000;35802000;35802000;35802000;36686000;36686000;36686000;36686000;38603000;38603000;38603000;38603000;47664000;47664000;47664000;47664000
702259;AUTODESK;US0527691069;;ABBOTT LABORATORIES - CASH;5520861;5520861;5520861;5520861;6812820;6812820;6812820;6812820;10802163;10802163;10802163;10802163;3475000;3475000;3475000;3475000;4063000;4063000;4063000;4063000;5001000;5001000;5001000;5001000;18620000;18620000;18620000;18620000;9407000;9407000;9407000;9407000;3844000;3844000;3844000;3844000;3860000;3860000;3860000;3860000;6838000;6838000;6838000;6838000;9799000;9799000;9799000;9799000;9882000;9882000;9882000;9882000;6896000;6896000;6896000;6896000;7616000;7616000;7616000;7616000
912669;AUTOMATIC DATA PROC.;US0530151036;;ABBOTT LABORATORIES - FUNDS FROM OPERATIONS;8077197;8077197;8077197;8077197;8969010;8969010;8969010;8969010;11174234;11174234;11174234;11174234;4561000;4561000;4561000;4561000;4165000;4165000;4165000;4165000;3122000;3122000;3122000;3122000;4716000;4716000;4716000;4716000;3655000;3655000;3655000;3655000;6448000;6448000;6448000;6448000;7467000;7467000;7467000;7467000;8793000;8793000;8793000;8793000;11304000;11304000;11304000;11304000;11100000;11100000;11100000;11100000;9736000;9736000;9736000;9736000;17775000;17775000;17775000;17775000
544616;AUTOZONE;US0533321024;;ABBOTT LABORATORIES - CAPITAL EXPENDITURES;1015075;1015075;1015075;1015075;1491500;1491500;1491500;1491500;1795289;1795289;1795289;1795289;1145000;1145000;1145000;1145000;1077000;1077000;1077000;1077000;1110000;1110000;1110000;1110000;1121000;1121000;1121000;1121000;1135000;1135000;1135000;1135000;1394000;1394000;1394000;1394000;1638000;1638000;1638000;1638000;2177000;2177000;2177000;2177000;1885000;1885000;1885000;1885000;1777000;1777000;1777000;1777000;2202000;2202000;2202000;2202000;2207000;2207000;2207000;2207000
921161;AVERY DENNISON;US0536111091;;ABBOTT LABORATORIES - COMMON SHARES OUTSTANDING;1546984;1546984;1546984;1546984;1570379;1570379;1570379;1570379;1576667;1576667;1576667;1576667;1548098;1548098;1548098;1548098;1508035;1508035;1508035;1508035;1472665;1472665;1472665;1472665;1472869;1472869;1472869;1472869;1743602;1743602;1743602;1743602;1755619;1755619;1755619;1755619;1762503;1762503;1762503;1762503;1771230;1771230;1771230;1771230;1764082;1764082;1764082;1764082;1737795;1737795;1737795;1737795;1734076;1734076;1734076;1734076;1731698;1731698;1731698;1731698
932060;BALL;US0584981064;;ABBOTT LABORATORIES;25,8328;25,34;22,2299;25,1581;22,8806;23,6222;25,4069;23,9954;26,9046;29,3017;30,9237;33,0529;31,34;35,31;35,03;33,78;38,33;38,47;41,18;41,18;45,02;45,89;49,52;40,76;44,91;42,19;39,54;42,55;38,41;44,47;48,71;53,68;57,07;58,21;61;74,12;72,33;79,66;84,49;81,84;86,86;76,57;91,64;108,64;109,49;118,94;117,16;117,21;139,04;118,58;110,22;99,52;109,79;101,59;107,22;95,73;110,07;112,09;103,2;113,56
874227;BERKSHIRE HATHAWAY 'B';US0846707026;;ABBOTT LABORATORIES - TOT RETURN IND;24081,21;23792,69;21048,18;24040,65;22045,18;22970,21;24940,71;23769,38;26895,55;29545,6;31447,67;33875,96;32356,35;36608,03;36454,16;35292,49;40212,86;40586,77;43704,08;43936,88;48288,37;49486,33;53676,25;44394,27;49201,2;46519,64;43859,17;47490,37;43141,68;50270,4;55398,28;61384,74;65577,38;67205,06;70761,38;86364,56;84619,25;93631,5;99716;96956,75;103317,5;91460,25;109902,9;130785,6;132249,2;144251;142618,5;143227,3;170553,3;145983,3;136225,1;123547,5;136922,1;127275,9;134990,6;121095,2;140022,1;143282,8;132583,8;146672,9
916365;BAXTER INTL.;US0718131099;;ABBOTT LABORATORIES - TURNOVER BY VOLUME;828318,3;981667,8;1189999;861461,6;1109503;1277751;993379,1;1102258;1089462;961675,5;885924,6;788030,9;996970,6;679457,2;460812,5;466679,3;425900,8;519159,7;382932,9;299124,3;314828,3;348858,3;292831,9;431514,2;396119,3;477861,6;660176,2;607087,3;540701,2;533597;423376,3;347599,4;355627,4;446345,9;360254,8;316276,1;453356,9;390358,7;339484;288004;290822,1;544789,1;511985,9;341263,1;297455,1;325455,4;403543,6;289276,3;338212,1;387873,2;339422,9;301782,8;349225,1;326112,8;309197,9;283783,1;374038,2;354545,6;357788,5;381850,2
905876;BECTON DICKINSON;US0758871091;;AES - EPS-INT SURP VALUE;0,28;0,22;0,26;0,23;0,2;0,23;0,22;0,28;0,27;0,23;0,37;0,18;0,36;0,32;0,26;0,32;0,39;0,29;0,24;0,28;0,37;0,41;0,25;0,25;0,39;0,34;0,13;0,17;0,32;0,35;0,17;0,25;0,24;0,43;0,28;0,25;0,35;0,36;0,28;0,26;0,48;0,35;0,29;0,25;0,42;0,48;0,28;0,31;0,5;0,45;0,21;0,34;0,63;0,49;0,22;0,21;0,6;0,73;0,5;0,38
921725;AMETEK;US0311001004;;AES - LTG MEAN ESTIMATE;NA;8;3;8;9;11,65;11,75;11,75;11,7;10,5;9,75;8,27;7,47;6,2;6,52;7,08;6,93;5,75;5,35;5,2;2,2;2,4;2,3;2,3;-1,2;3,4;3,15;3,35;3;8,4;12,4;NA;8,4;8,2;8,4;8,6;10;7,6;9;9;9;8,8;7,1;7,65;7,8;7,3;8,15;8,15;8,6;7,35;8,4;8;7,61;8,07;7,1;7,1;7,5;7,5;NA;6,1
945384;VERIZON COMMUNICATIONS;US92343V1044;;AES - EPS-INT SURP PDIFF;6,33;18,919;4;7,477;-23,077;-8,911;-16,19;5,66;3,846;6,977;35,036;-32,28;3,152;6,21;-3,489;23,157;14,092;0,114;-10,615;0,825;9,574;13,848;1,215;-6,367;8,823;4,777;-35,429;5,003;-1,426;-1,716;-15,582;20,552;-17,89;25,044;14,402;-10,275;18,143;10,769;-6,132;-2,574;17,523;6,6;-0,855;8,696;-2,609;9,091;-6,22;7,307;15,274;3,617;-23,797;8,349;18,279;5,672;-3,207;-3,448;10,982;9,19;45,726;1,724
906828;W R BERKLEY;US0844231029;;AES - NET SALES OR REVENUES;16568000;16568000;16568000;16568000;17344000;17344000;17344000;17344000;18141000;18141000;18141000;18141000;15880000;15880000;15880000;15880000;17141000;17141000;17141000;17141000;14971000;14971000;14971000;14971000;13586000;13586000;13586000;13586000;10530000;10530000;10530000;10530000;10736000;10736000;10736000;10736000;10189000;10189000;10189000;10189000;9660000;9660000;9660000;9660000;11141000;11141000;11141000;11141000;12617000;12617000;12617000;12617000;12668000;12668000;12668000;12668000;12278000;12278000;12278000;12278000
929302;BEST BUY;US0865161014;;AES - OPERATING INCOME;3490000;3490000;3490000;3490000;3827000;3827000;3827000;3827000;3328000;3328000;3328000;3328000;2944000;2944000;2944000;2944000;2837000;2837000;2837000;2837000;2634000;2634000;2634000;2634000;2194000;2194000;2194000;2194000;2240000;2240000;2240000;2240000;2350000;2350000;2350000;2350000;2131000;2131000;2131000;2131000;2502000;2502000;2502000;2502000;2297000;2297000;2297000;2297000;2309000;2309000;2309000;2309000;2235000;2235000;2235000;2235000;2009000;2009000;2009000;2009000
878574;YUM! BRANDS;US9884981013;;AES - NET INC BEFORE EXTRA/PFD DIVS;-55000;-55000;-55000;-55000;-28000;-28000;-28000;-28000;-928000;-928000;-928000;-928000;266000;266000;266000;266000;825000;825000;825000;825000;306000;306000;306000;306000;-11000;-11000;-11000;-11000;-511000;-511000;-511000;-511000;1016000;1016000;1016000;1016000;302000;302000;302000;302000;43000;43000;43000;43000;-413000;-413000;-413000;-413000;-546000;-546000;-546000;-546000;242000;242000;242000;242000;1686000;1686000;1686000;1686000
905159;FIRSTENERGY;US3379321074;;AES - TOTAL ASSETS;39865000;39865000;39865000;39865000;44618000;44618000;44618000;44618000;40834000;40834000;40834000;40834000;39745000;39745000;39745000;39745000;38304000;38304000;38304000;38304000;36307000;36307000;36307000;36307000;35338000;35338000;35338000;35338000;32982000;32982000;32982000;32982000;32424000;32424000;32424000;32424000;33492000;33492000;33492000;33492000;34315000;34315000;34315000;34315000;32554000;32554000;32554000;32554000;38044000;38044000;38044000;38044000;44403000;44403000;44403000;44403000;47041000;47041000;47041000;47041000
904818;BOEING;US0970231058;;AES - TOTAL LIABILITIES;29392000;29392000;29392000;29392000;34811000;34811000;34811000;34811000;33242000;33242000;33242000;33242000;32016000;32016000;32016000;32016000;30901000;30901000;30901000;30901000;29598000;29598000;29598000;29598000;28856000;28856000;28856000;28856000;27300000;27300000;27300000;27300000;25941000;25941000;25941000;25941000;27375000;27375000;27375000;27375000;28723000;28723000;28723000;28723000;26730000;26730000;26730000;26730000;32219000;32219000;32219000;32219000;36954000;36954000;36954000;36954000;38399000;38399000;38399000;38399000
325824;BOSTON SCIENTIFIC;US1011371077;;AES - COMMON SHAREHOLDERS' EQUITY;6473000;6473000;6473000;6473000;5946000;5946000;5946000;5946000;4569000;4569000;4569000;4569000;4330000;4330000;4330000;4330000;4272000;4272000;4272000;4272000;3149000;3149000;3149000;3149000;2794000;2794000;2794000;2794000;2465000;2465000;2465000;2465000;3208000;3208000;3208000;3208000;2996000;2996000;2996000;2996000;2634000;2634000;2634000;2634000;1973000;1973000;1973000;1973000;1599000;1599000;1599000;1599000;1650000;1650000;1650000;1650000;3644000;3644000;3644000;3644000
879628;CH ROBINSON WWD.;US12541W2098;;AES - CASH;3128000;3128000;3128000;3128000;2194000;2194000;2194000;2194000;2721000;2721000;2721000;2721000;2239000;2239000;2239000;2239000;1822000;1822000;1822000;1822000;1557000;1557000;1557000;1557000;1583000;1583000;1583000;1583000;1223000;1223000;1223000;1223000;1536000;1536000;1536000;1536000;1365000;1365000;1365000;1365000;1386000;1386000;1386000;1386000;1247000;1247000;1247000;1247000;1910000;1910000;1910000;1910000;1796000;1796000;1796000;1796000;1961000;1961000;1961000;1961000
889831;TAKE TWO INTACT.SFTW.;US8740541094;;AES - FUNDS FROM OPERATIONS;2857000;2857000;2857000;2857000;2749000;2749000;2749000;2749000;3100000;3100000;3100000;3100000;2787000;2787000;2787000;2787000;2888000;2888000;2888000;2888000;2550000;2550000;2550000;2550000;2342000;2342000;2342000;2342000;2474000;2474000;2474000;2474000;2603000;2603000;2603000;2603000;2433000;2433000;2433000;2433000;2362000;2362000;2362000;2362000;3319000;3319000;3319000;3319000;3026000;3026000;3026000;3026000;2646000;2646000;2646000;2646000;2941000;2941000;2941000;2941000
670032;METTLER TOLEDO INTL.;US5926881054;;AES - CAPITAL EXPENDITURES;2310000;2310000;2310000;2310000;2430000;2430000;2430000;2430000;2236000;2236000;2236000;2236000;1988000;1988000;1988000;1988000;2016000;2016000;2016000;2016000;2308000;2308000;2308000;2308000;2345000;2345000;2345000;2345000;2177000;2177000;2177000;2177000;2121000;2121000;2121000;2121000;2405000;2405000;2405000;2405000;1900000;1900000;1900000;1900000;2116000;2116000;2116000;2116000;4551000;4551000;4551000;4551000;7724000;7724000;7724000;7724000;7392000;7392000;7392000;7392000
905080;BRISTOL MYERS SQUIBB;US1101221083;;AES - COMMON SHARES OUTSTANDING;787607;787607;787607;787607;765186;765186;765186;765186;744264;744264;744264;744264;722508;722508;722508;722508;703851;703851;703851;703851;666809;666809;666809;666809;659182;659182;659182;659182;660388;660388;660388;660388;662298;662298;662298;662298;663953;663953;663953;663953;665370;665370;665370;665370;666794;666794;666794;666794;668743;668743;668743;668743;669693;669693;669693;669693;711074;711074;711074;711074
