company_name,quarter,year,capital_expenditures,cash,common_shareholders'_equity,common_shares_outstanding,eps_int_surp_pdiff,eps_int_surp_value,funds_from_operations,ltg_mean_estimate,net_inc_before_extra_pfd_divs,net_sales_or_revenues,operating_income,tot_return_ind,total_assets,total_liabilities,turnover_by_volume,isin_code,earnings_date,ticker,pre_window_start,pre_window_end,post_window_start,post_window_end,has_full_pre_window,has_full_post_window,stock_return_30d,spy_return_30d,excess_return_30d,label_outperform_30d,f_eps_surprise_value,f_eps_surprise_pct,f_revenue_growth_qoq,f_revenue_growth_yoy,f_operating_margin,f_net_margin,f_net_income_change_qoq,f_net_income_change_yoy,f_cashflow_proxy_ffo_capex,f_leverage,f_equity_ratio,f_cash_to_assets_ratio,f_roa,f_roe,f_asset_turnover,stock_momentum_1m,stock_momentum_3m,stock_momentum_6m,pre_volatility_30d,pre_avg_volume_30d,spy_pre_return_30d
3M COMPANY,3,2020,1501000.0,4634000.0,12867000.0,577750.0,,,7655000.0,,5384000.0,32184000.0,7039000.0,6285.32,46473000.0,33542000.0,279365.9,US88579Y1010,2020-10-27,MMM,2020-09-27,2020-10-26,2020-10-28,2020-11-26,True,True,0.12692961686872128,0.1102063701314222,0.01672324673729908,1.0,,,0.0,0.0014936519790889058,0.2187111608252548,0.1672880934625901,0.0,814000.0,6154000.0,0.7217524153809739,0.2768704409011684,0.0997138123211327,0.1158522152647774,0.4184347555762804,0.6925311471176813,0.027836314712632815,0.07945916588098156,0.08367745080223199,0.011612668151182134,2363899.761904762,0.015560182436142656
3M COMPANY,3,2021,1603000.0,4564000.0,15046000.0,571845.0,,,8205000.0,,5921000.0,35355000.0,7493000.0,8322.7,46491000.0,31374000.0,162422.2,US88579Y1010,2021-10-26,MMM,2021-09-26,2021-10-25,2021-10-27,2021-11-25,True,True,0.004688084138567472,0.034145411118378766,-0.029457326979811294,0.0,,,0.0,0.09852721849366142,0.21193607693395558,0.16747277612784614,0.0,537000.0,6602000.0,0.6748402916693553,0.3236325310275107,0.09816953819018735,0.1273579832655783,0.3935265186760601,0.7604697683422598,0.0033555428314662183,-0.08319253980744312,-0.055045887863827136,0.010005968954749781,2689644.6666666665,0.029166044358150955
3M COMPANY,3,2022,1749000.0,3655000.0,14722000.0,549245.0,,,6261000.0,,5777000.0,34229000.0,7405000.0,5567.7,45496000.0,30726000.0,216320.8,US88579Y1010,2022-10-25,MMM,2022-09-25,2022-10-24,2022-10-26,2022-11-24,True,True,0.055409910164891274,0.05340032996102728,0.002009580203863992,1.0,,,0.0,-0.031848394852213247,0.21633702416079933,0.1687750153378714,0.0,-144000.0,4512000.0,0.6753560752593635,0.32358888693511517,0.08033673289959557,0.12697819588535256,0.3924059231082733,0.7523518551081414,0.04761049306213261,-0.15030289992950197,-0.16230867258446746,0.021144633897683063,3839638.4285714286,0.03996602484191225
3M COMPANY,3,2023,1615000.0,5933000.0,4807000.0,552581.0,,,6363000.0,,-6995000.0,32681000.0,6825000.0,4607.76,45662000.0,40794000.0,266751.3,US88579Y1010,2023-10-24,MMM,2023-09-24,2023-10-23,2023-10-25,2023-11-23,True,True,0.08368698557562304,0.08973767047325532,-0.006050684897632275,0.0,,,0.0,-0.04522480937216977,0.2088369388941587,-0.21403873810470916,0.0,-12772000.0,4748000.0,0.893390565459244,0.10527353160176953,0.12993298585256888,-0.15319083701984143,-1.4551695444143957,0.715715474574044,-0.09695116998498787,-0.20895789895300876,-0.14301607067222144,0.012862567164179045,4384940.380952381,-0.027230814839194095
3M COMPANY,3,2024,1181000.0,5600000.0,3842000.0,539470.0,,,1890000.0,,4173000.0,24575000.0,6781000.0,5784.52,35722000.0,31828000.0,301367.1,US88579Y1010,2024-10-22,MMM,2024-09-22,2024-10-21,2024-10-23,2024-11-21,True,True,0.0006810972777737678,0.027128351924884386,-0.02644725464711062,0.0,,,0.0,-0.24803402588660073,0.27593082400813834,0.16980671414038656,0.0,11168000.0,709000.0,0.8909915458261015,0.10755276860198197,0.15676613851408097,0.1168187671462964,1.086153045288912,0.6879514024970607,-0.005897843007724779,0.29444190374676893,0.48346478572688123,0.008553795419828094,2978052.380952381,0.024505596406952046
3M COMPANY,4,2010,1091000.0,3377000.0,15663000.0,711978.0,,,5038000.0,,4085000.0,26662000.0,5941000.0,2734.37,29508000.0,13491000.0,268938.8,US88579Y1010,2011-01-25,MMM,2010-12-26,2011-01-24,2011-01-26,2011-02-24,True,True,0.011180911587320264,0.009716885066270553,0.0014640265210497105,1.0,,,0.0,,0.2228264946365614,0.1532143125046883,0.0,,3947000.0,0.4571980479869866,0.5308052053680358,0.114443540734716,0.13843703402467128,0.26080572048777373,0.9035515792327504,0.03804174180550057,0.004602985506917401,0.05499369013475475,0.006148159828458874,3300098.85,0.02745708769101407
3M COMPANY,4,2011,1379000.0,2219000.0,15420000.0,694970.0,,,5943000.0,,4283000.0,29611000.0,6165000.0,2269.07,30598000.0,14736000.0,426353.4,US88579Y1010,2012-01-26,MMM,2011-12-27,2012-01-25,2012-01-27,2012-02-25,True,True,0.015268595570759658,0.03876486352037589,-0.023496267949616234,0.0,,,0.0,0.11060685619983501,0.20819965553341663,0.14464219377933876,0.0,198000.0,4564000.0,0.4816001045819988,0.5039545068305118,0.07252107980913786,0.13997646905026473,0.2777561608300908,0.9677429897378914,0.05104518987264206,0.06978276236187919,0.0061760747628216706,0.008454383989134416,3762526.3,0.047988128858432955
3M COMPANY,4,2012,1484000.0,2883000.0,17575000.0,687092.0,,,5554000.0,,4444000.0,29904000.0,6507000.0,3066.15,33298000.0,15258000.0,215868.6,US88579Y1010,2013-01-24,MMM,2012-12-25,2013-01-23,2013-01-25,2013-02-23,True,True,0.03568355381269295,0.010914675350634395,0.024768878462058552,1.0,,,0.0,0.009894971463307645,0.21759630818619582,0.14860888175494916,0.0,161000.0,4070000.0,0.4582257192624182,0.5278094780467295,0.08658177668328428,0.13346146915730675,0.2528591749644381,0.8980719562736501,0.06760317840049423,0.14052660497496827,0.09898163035418484,0.006982249857504071,3137353.4210526315,0.053756481298624426
3M COMPANY,4,2013,1665000.0,2581000.0,17502000.0,663296.0,,,5977000.0,,4659000.0,30871000.0,6685000.0,4027.27,33190000.0,15242000.0,178232.0,US88579Y1010,2014-01-30,MMM,2013-12-31,2014-01-29,2014-01-31,2014-03-01,True,True,0.0579233867254314,0.04551610586431076,0.01240728086112064,1.0,,,0.0,0.03233681112894593,0.21654627320138642,0.15091833759839332,0.0,215000.0,4312000.0,0.45923470924977405,0.5273275082856282,0.07776438686351311,0.14037360650798433,0.26619814878299625,0.9301295570955107,-0.06577266958752781,0.040040318002224407,0.1129139287217169,0.010873612166362946,3252994.4,-0.0397419746598654
3M COMPANY,4,2014,1493000.0,1897000.0,13109000.0,635135.0,,,6726000.0,,4956000.0,31821000.0,7145000.0,4796.7,30380000.0,17238000.0,164233.8,US88579Y1010,2015-01-27,MMM,2014-12-28,2015-01-26,2015-01-28,2015-02-26,True,True,0.04102066067282739,0.05616054034132745,-0.015139879668500056,0.0,,,0.0,0.030773217582844792,0.22453725527167595,0.15574620533609881,0.0,297000.0,5233000.0,0.567412771560237,0.4315009874917709,0.062442396313364054,0.1631336405529954,0.378060874208559,1.047432521395655,-0.01481608500841558,0.09308595586817225,0.155601381044705,0.011734430349521449,2816491.8421052634,-0.015667324094813306
